Timestamp,Label,V_AB,V_AD,V_BC,V_CD,V_AC,V_BD
2026-04-20 00:27:36,BC_1,4.64,12.07,6.7,6.91,11.06,4.29
2026-04-20 00:27:36,BC_1,4.85,11.93,6.73,6.94,11.14,4.28
2026-04-20 00:27:36,BC_1,4.68,12.09,6.52,6.98,11.1,4.31
2026-04-20 00:27:37,BC_1,4.71,11.74,6.42,6.86,10.43,4.3
2026-04-20 00:27:37,BC_1,4.63,11.93,6.58,6.83,10.95,4.29
2026-04-20 00:27:37,BC_1,4.65,11.81,6.48,6.86,11.07,4.29
2026-04-20 00:27:38,BC_1,4.71,11.8,6.43,6.87,11.2,4.32
2026-04-20 00:27:38,BC_1,4.74,11.19,6.27,6.82,10.86,4.3
2026-04-20 00:27:39,BC_1,4.7,11.71,6.27,6.82,11.05,4.3
2026-04-20 00:27:39,BC_1,4.66,11.66,6.34,6.87,10.85,4.3
2026-04-20 00:27:39,BC_1,4.73,11.33,6.05,6.87,10.61,4.32
2026-04-20 00:27:40,BC_1,4.6,11.63,6.08,6.84,10.97,4.31
2026-04-20 00:27:40,BC_1,4.62,11.44,6.16,6.88,10.85,4.3
2026-04-20 00:27:41,BC_1,4.64,11.21,6.09,6.9,10.79,4.3
2026-04-20 00:27:41,BC_1,4.57,11.15,5.96,6.88,11.06,4.32
2026-04-20 00:27:41,BC_1,4.61,11.23,6.02,6.87,10.99,4.36
2026-04-20 00:27:42,BC_1,4.63,11.51,6.22,6.85,10.94,4.38
2026-04-20 00:27:42,BC_1,4.67,11.17,6.09,6.96,10.7,4.34
2026-04-20 00:27:43,BC_1,4.63,11.43,6.02,7.04,10.75,4.35
2026-04-20 00:27:43,BC_1,5.03,11.3,5.94,6.86,10.7,4.33
2026-04-20 00:27:43,BC_1,4.75,11.43,6.1,6.85,11.04,4.33
2026-04-20 00:27:44,BC_1,4.64,11.26,5.99,6.85,11.05,4.32
2026-04-20 00:27:44,BC_1,4.74,11.22,5.96,6.85,10.88,4.34
2026-04-20 00:27:45,BC_1,4.58,11.2,6.07,6.83,11.05,4.32
2026-04-20 00:27:45,BC_1,4.59,11.39,6.1,6.83,11.03,4.32
2026-04-20 00:27:45,BC_1,4.6,11.37,6.08,6.85,11.11,4.31
2026-04-20 00:27:46,BC_1,4.6,11.5,6.01,6.85,11.19,4.35
2026-04-20 00:27:46,BC_1,4.65,11.4,5.97,6.84,10.88,4.41
2026-04-20 00:27:47,BC_1,4.58,11.32,5.89,6.86,11.1,4.36
2026-04-20 00:27:47,BC_1,4.69,11.38,5.88,6.82,11.13,4.34
2026-04-20 00:27:47,BC_1,4.61,11.34,5.8,6.9,11.13,4.41
2026-04-20 00:27:48,BC_1,4.64,11.12,5.8,6.87,11.14,4.36
2026-04-20 00:27:48,BC_1,4.84,11.37,5.92,6.97,10.8,4.35
2026-04-20 00:27:49,BC_1,4.79,11.37,5.89,6.82,11.06,4.34
2026-04-20 00:27:49,BC_1,4.7,11.4,5.74,6.86,11.18,4.42
2026-04-20 00:27:49,BC_1,4.69,11.06,5.76,6.86,10.76,4.44
2026-04-20 00:27:50,BC_1,4.59,11.11,5.68,6.83,11.16,4.46
2026-04-20 00:27:50,BC_1,4.57,11.16,5.84,6.83,10.97,4.51
2026-04-20 00:27:51,BC_1,4.6,11.05,5.54,6.83,10.97,4.45
2026-04-20 00:27:51,BC_1,4.7,11.19,5.8,6.97,10.92,4.48
2026-04-20 00:27:51,BC_1,4.68,11.14,5.72,6.82,11.09,4.5
2026-04-20 00:27:52,BC_1,4.76,10.99,5.56,6.89,11.21,4.44
2026-04-20 00:27:52,BC_1,4.58,11.12,5.64,6.83,10.62,4.45
2026-04-20 00:27:53,BC_1,4.55,11.29,5.72,6.84,11.02,4.5
2026-04-20 00:27:53,BC_1,4.5,11.18,5.5,6.91,10.79,4.43
2026-04-20 00:27:53,BC_1,4.6,10.91,5.6,6.87,10.81,4.4
2026-04-20 00:27:54,BC_1,4.78,11.13,5.71,7.04,11.04,4.43
2026-04-20 00:27:54,BC_1,4.92,11.16,5.59,6.85,10.93,4.48
2026-04-20 00:27:55,BC_1,4.74,11.21,5.62,6.85,10.8,4.4
2026-04-20 00:27:55,BC_1,4.62,11.12,5.62,6.88,10.66,4.39
2026-04-20 00:27:55,BC_1,4.76,10.91,5.61,6.87,10.94,4.42
2026-04-20 00:27:56,BC_1,4.6,10.93,5.75,6.84,10.92,4.48
2026-04-20 00:27:56,BC_1,4.58,11.05,5.84,6.9,11.03,4.45
2026-04-20 00:27:57,BC_1,4.58,11.08,5.54,6.84,10.96,4.41
2026-04-20 00:27:57,BC_1,4.64,10.93,5.56,6.88,10.94,4.44
2026-04-20 00:27:57,BC_1,4.59,11.11,5.88,6.91,10.92,4.49
2026-04-20 00:27:58,BC_1,4.53,11.12,5.6,6.85,11.06,4.53
2026-04-20 00:27:58,BC_1,4.58,11.0,5.68,6.99,10.95,4.48
2026-04-20 00:27:59,BC_1,4.7,11.24,5.55,6.82,10.95,4.4
2026-04-20 00:27:59,BC_1,4.59,11.29,5.67,6.85,11.19,4.38
2026-04-20 00:27:59,BC_1,4.67,11.0,5.66,6.84,11.11,4.37
2026-04-20 00:28:00,BC_1,4.69,11.27,5.77,6.85,11.08,4.37
2026-04-20 00:28:00,BC_1,4.63,11.28,5.8,6.83,11.13,4.47
2026-04-20 00:28:01,BC_1,4.59,11.16,5.63,6.85,10.76,4.4
2026-04-20 00:28:01,BC_1,4.57,11.23,5.73,6.83,11.1,4.38
2026-04-20 00:28:01,BC_1,4.64,11.22,5.73,6.83,11.09,4.36
2026-04-20 00:28:02,BC_1,4.59,11.25,5.79,6.86,11.14,4.47
2026-04-20 00:28:02,BC_1,4.51,11.18,5.67,6.87,11.19,4.41
2026-04-20 00:28:03,BC_1,4.78,11.18,5.72,6.84,10.8,4.39
2026-04-20 00:28:03,BC_1,4.75,11.23,5.77,6.88,11.06,4.37
2026-04-20 00:28:03,BC_1,4.54,11.1,5.67,6.87,11.18,4.48
2026-04-20 00:28:04,BC_1,4.66,11.16,5.56,6.91,10.68,4.4
2026-04-20 00:28:04,BC_1,4.64,11.07,5.56,6.83,11.09,4.5
2026-04-20 00:28:05,BC_1,4.58,10.95,5.52,6.85,11.08,4.42
2026-04-20 00:28:05,BC_1,4.54,11.02,5.55,6.84,11.1,4.45
2026-04-20 00:28:05,BC_1,4.77,11.09,5.83,6.85,10.82,4.51
2026-04-20 00:28:06,BC_1,4.73,10.97,5.48,6.86,10.6,4.49
2026-04-20 00:28:06,BC_1,4.59,11.0,5.57,6.97,10.99,4.46
2026-04-20 00:28:07,BC_1,4.65,11.01,5.51,6.85,10.66,4.46
2026-04-20 00:28:07,BC_1,4.53,10.97,5.51,6.86,11.07,4.53
2026-04-20 00:28:07,BC_1,4.64,10.79,5.41,6.88,10.72,4.49
2026-04-20 00:28:08,BC_1,4.91,11.18,5.48,6.87,10.77,4.46
2026-04-20 00:28:08,BC_1,4.57,11.04,5.66,6.87,11.07,4.57
2026-04-20 00:28:09,BC_1,4.56,10.91,5.52,6.87,10.76,4.51
2026-04-20 00:28:09,BC_1,4.55,11.05,5.66,6.84,10.78,4.5
2026-04-20 00:28:09,BC_1,4.57,10.95,5.75,6.86,10.86,4.54
2026-04-20 00:28:10,BC_1,4.69,10.85,5.37,6.83,11.26,4.55
2026-04-20 00:28:10,BC_1,4.63,10.84,5.47,6.9,11.09,4.51
2026-04-20 00:28:11,BC_1,4.73,11.11,5.42,6.86,11.24,4.43
2026-04-20 00:28:11,BC_1,4.62,11.13,5.6,6.84,11.18,4.46
2026-04-20 00:28:11,BC_1,4.59,11.04,5.61,6.91,11.28,4.43
2026-04-20 00:28:12,BC_1,4.5,11.22,5.6,6.81,11.27,4.4
2026-04-20 00:28:12,BC_1,4.53,11.19,5.63,6.93,11.23,4.39
2026-04-20 00:28:13,BC_1,4.54,11.19,5.59,6.87,11.17,4.42
2026-04-20 00:28:13,BC_1,4.87,10.91,5.61,6.9,10.78,4.39
2026-04-20 00:28:13,BC_1,4.59,11.15,5.64,6.82,10.84,4.39
2026-04-20 00:28:14,BC_1,4.56,11.15,5.65,6.86,11.12,4.38
2026-04-20 00:28:14,BC_1,4.64,11.21,5.69,6.87,11.22,4.41
2026-04-20 00:28:15,BC_1,4.95,11.17,5.68,6.88,10.78,4.38
2026-04-20 00:28:15,BC_1,4.55,11.2,5.71,6.85,11.1,4.39
2026-04-20 00:28:15,BC_1,4.59,11.13,5.61,6.87,10.96,4.37
2026-04-20 00:28:16,BC_1,4.6,10.99,5.63,6.82,11.07,4.42
2026-04-20 00:28:16,BC_1,4.56,10.95,5.75,6.85,11.04,4.56
2026-04-20 00:28:17,BC_1,4.67,11.13,5.64,6.84,11.26,4.48
2026-04-20 00:28:17,BC_1,4.57,11.08,5.55,6.86,10.75,4.48
2026-04-20 00:28:17,BC_1,4.59,10.94,5.62,6.87,11.12,4.46
2026-04-20 00:28:18,BC_1,4.55,11.15,5.63,6.98,11.25,4.47
2026-04-20 00:28:18,BC_1,4.54,11.1,5.57,6.88,11.28,4.43
2026-04-20 00:28:19,BC_1,4.74,11.17,5.52,6.86,11.23,4.41
2026-04-20 00:28:19,BC_1,4.74,11.16,5.63,6.84,11.27,4.44
2026-04-20 00:28:19,BC_1,4.76,11.14,5.65,6.86,11.25,4.41
2026-04-20 00:28:20,BC_1,4.68,11.15,5.65,6.84,11.25,4.39
2026-04-20 00:28:20,BC_1,4.62,11.03,5.67,6.87,10.89,4.38
2026-04-20 00:28:21,BC_1,4.61,11.16,5.66,6.84,11.17,4.41
2026-04-20 00:28:21,BC_1,4.54,11.11,5.69,6.83,10.8,4.39
2026-04-20 00:28:21,BC_1,4.6,10.99,5.67,6.97,11.1,4.38
2026-04-20 00:28:22,BC_1,4.58,11.0,5.69,6.9,11.21,4.38
2026-04-20 00:28:22,BC_1,4.62,11.2,5.67,6.82,10.91,4.42
2026-04-20 00:28:23,BC_1,4.59,10.98,5.61,6.87,10.86,4.38
2026-04-20 00:28:23,BC_1,4.55,11.12,5.75,6.84,10.9,4.39
2026-04-20 00:28:23,BC_1,4.57,10.96,5.72,6.92,11.18,4.38
2026-04-20 00:28:24,BC_1,4.67,11.12,5.74,6.84,11.19,4.4
2026-04-20 00:28:24,BC_1,4.73,11.13,5.65,6.81,11.01,4.39
2026-04-20 00:28:25,BC_1,4.54,11.13,5.65,6.86,10.82,4.38
2026-04-20 00:28:25,BC_1,4.59,11.1,5.71,6.81,11.19,4.37
2026-04-20 00:28:25,BC_1,4.76,11.17,5.72,6.87,11.17,4.41
2026-04-20 00:28:26,BC_1,4.85,11.0,5.63,6.84,11.07,4.38
2026-04-20 00:28:26,BC_1,4.56,10.79,5.67,6.85,11.05,4.37
2026-04-20 00:28:27,BC_1,4.54,10.98,5.71,6.83,11.17,4.36
2026-04-20 00:28:27,BC_1,4.54,11.15,5.72,6.85,11.15,4.4
2026-04-20 00:28:27,BC_1,4.54,11.14,5.54,6.84,11.2,4.38
2026-04-20 00:28:28,BC_1,4.76,11.17,5.71,6.91,11.19,4.38
2026-04-20 00:28:28,BC_1,4.54,10.77,5.61,6.87,10.89,4.38
2026-04-20 00:28:28,BC_1,4.54,10.89,5.56,6.83,10.82,4.42
2026-04-20 00:28:29,BC_1,4.56,11.02,5.5,6.85,10.88,4.4
2026-04-20 00:28:29,BC_1,4.74,11.06,5.48,6.84,10.73,4.49
2026-04-20 00:28:30,BC_1,4.56,11.06,5.33,6.87,11.02,4.42
2026-04-20 00:28:30,BC_1,4.75,10.93,5.44,6.88,10.76,4.44
2026-04-20 00:28:30,BC_1,4.94,10.89,5.67,6.89,10.87,4.52
2026-04-20 00:28:31,BC_1,4.67,10.86,5.33,6.84,10.91,4.5
2026-04-20 00:28:31,BC_1,4.64,10.88,5.55,6.84,10.57,4.43
2026-04-20 00:28:32,BC_1,4.53,10.93,5.54,6.88,11.16,4.43
2026-04-20 00:28:32,BC_1,4.61,10.87,5.67,6.83,11.04,4.52
2026-04-20 00:28:33,BC_1,4.5,10.72,5.46,6.86,11.0,4.54
2026-04-20 00:28:33,BC_1,4.56,10.9,5.66,6.85,10.87,4.48
2026-04-20 00:28:33,BC_1,4.56,10.74,5.54,6.84,11.38,4.48
2026-04-20 00:28:34,BC_1,4.71,10.83,5.48,6.83,11.16,4.43
2026-04-20 00:28:34,BC_1,4.69,11.09,5.44,6.83,11.03,4.51
2026-04-20 00:28:35,BC_1,4.52,10.96,5.46,6.87,11.26,4.44
2026-04-20 00:28:35,BC_1,4.61,11.17,5.56,6.85,11.16,4.46
2026-04-20 00:28:35,BC_1,4.65,11.09,5.37,6.82,11.12,4.41
2026-04-20 00:28:36,BC_1,4.56,11.07,5.55,6.83,11.04,4.52
2026-04-20 00:28:36,BC_1,4.65,11.04,5.44,6.87,11.13,4.44
2026-04-20 00:28:36,BC_1,4.68,11.08,5.44,6.85,10.87,4.46
2026-04-20 00:28:37,BC_1,4.58,11.11,5.59,6.88,11.17,4.44
2026-04-20 00:28:37,BC_1,4.49,11.07,5.57,6.83,11.13,4.41
2026-04-20 00:28:38,BC_1,4.53,10.84,5.6,6.83,11.12,4.39
2026-04-20 00:28:38,BC_1,4.57,11.17,5.63,6.86,11.09,4.43
2026-04-20 00:28:38,BC_1,4.55,10.89,5.52,6.89,11.09,4.46
2026-04-20 00:28:39,BC_1,4.58,11.05,5.63,6.83,10.9,4.52
2026-04-20 00:28:39,BC_1,4.58,11.1,5.64,6.83,10.83,4.43
2026-04-20 00:28:40,BC_1,4.55,10.76,5.48,6.82,10.89,4.53
2026-04-20 00:28:40,BC_1,4.6,10.99,5.5,6.8,10.92,4.56
2026-04-20 00:28:40,BC_1,4.57,11.0,5.46,6.85,11.22,4.46
2026-04-20 00:28:41,BC_1,4.55,10.88,5.46,6.88,10.53,4.43
2026-04-20 00:28:41,BC_1,4.6,10.9,5.48,6.83,10.85,4.48
2026-04-20 00:28:42,BC_1,4.61,10.8,5.31,6.84,11.02,4.59
2026-04-20 00:28:42,BC_1,4.62,10.97,5.42,6.85,10.82,4.53
2026-04-20 00:28:43,BC_1,4.59,10.84,5.51,6.84,11.0,4.49
2026-04-20 00:28:43,BC_1,4.56,10.92,5.45,6.82,10.95,4.49
2026-04-20 00:28:43,BC_1,4.57,10.8,5.35,6.84,10.89,4.46
2026-04-20 00:28:44,BC_1,4.58,10.66,5.39,6.85,10.65,4.54
2026-04-20 00:28:44,BC_1,4.5,10.89,5.34,6.93,10.65,4.46
2026-04-20 00:28:44,BC_1,4.64,10.77,5.38,6.9,10.84,4.49
2026-04-20 00:28:45,BC_1,4.77,10.85,5.42,6.87,11.29,4.56
2026-04-20 00:28:45,BC_1,4.75,11.05,5.43,6.85,11.24,4.47
2026-04-20 00:28:46,BC_1,4.64,11.09,5.48,6.83,10.96,4.44
2026-04-20 00:28:46,BC_1,4.58,11.05,5.4,6.95,10.76,4.5
2026-04-20 00:28:46,BC_1,4.52,11.08,5.55,6.85,11.12,4.43
2026-04-20 00:28:47,BC_1,4.55,10.93,5.56,6.83,11.07,4.4
2026-04-20 00:28:47,BC_1,4.52,11.14,5.61,6.83,11.04,4.4
2026-04-20 00:28:48,BC_1,4.51,11.09,5.57,6.91,11.07,4.44
2026-04-20 00:28:48,BC_1,4.79,10.92,5.56,6.83,10.78,4.4
2026-04-20 00:28:48,BC_1,4.67,11.12,5.58,6.84,11.05,4.39
2026-04-20 00:28:49,BC_1,4.66,11.05,5.5,6.92,11.03,4.39
2026-04-20 00:28:49,BC_1,4.75,11.08,5.64,6.83,11.18,4.51
2026-04-20 00:28:50,BC_1,4.62,11.05,5.52,6.84,10.5,4.44
2026-04-20 00:28:50,BC_1,4.72,10.73,5.35,6.82,10.82,4.42
2026-04-20 00:28:50,BC_1,4.57,10.95,5.39,6.82,10.9,4.41
2026-04-20 00:28:51,BC_1,4.99,10.82,5.5,6.86,10.83,4.47
2026-04-20 00:28:51,BC_1,4.58,10.96,5.55,6.88,10.65,4.59
2026-04-20 00:28:52,BC_1,4.53,10.91,5.32,6.88,11.03,4.54
2026-04-20 00:29:30,BC_2,6.06,13.3,6.35,5.57,12.17,5.35
2026-04-20 00:29:30,BC_2,6.28,13.3,6.38,5.53,11.52,5.33
2026-04-20 00:29:31,BC_2,6.27,13.1,6.37,5.53,10.81,5.3
2026-04-20 00:29:31,BC_2,6.36,13.2,6.35,5.57,10.72,5.32
2026-04-20 00:29:32,BC_2,6.2,13.2,6.3,5.55,10.42,5.32
2026-04-20 00:29:32,BC_2,6.14,13.2,6.36,5.58,9.86,5.31
2026-04-20 00:29:32,BC_2,6.3,13.1,6.38,5.54,9.97,5.33
2026-04-20 00:29:33,BC_2,6.14,12.8,6.33,5.54,9.78,5.36
2026-04-20 00:29:33,BC_2,6.46,12.8,6.34,5.54,9.72,5.35
2026-04-20 00:29:34,BC_2,6.01,13.0,6.4,5.51,9.71,5.35
2026-04-20 00:29:34,BC_2,6.07,13.0,6.35,5.55,9.69,5.34
2026-04-20 00:29:34,BC_2,6.22,12.9,6.46,5.57,9.65,5.39
2026-04-20 00:29:35,BC_2,6.24,12.9,6.34,5.51,9.75,5.35
2026-04-20 00:29:35,BC_2,6.51,12.64,6.32,5.62,9.9,5.33
2026-04-20 00:29:35,BC_2,6.25,13.0,6.36,5.62,9.78,5.37
2026-04-20 00:29:36,BC_2,5.97,12.8,6.36,5.6,9.64,5.35
2026-04-20 00:29:36,BC_2,6.14,12.53,6.54,5.57,9.72,5.38
2026-04-20 00:29:37,BC_2,6.09,12.8,6.47,5.54,9.95,5.38
2026-04-20 00:29:37,BC_2,5.82,12.74,6.46,5.55,9.94,5.35
2026-04-20 00:29:37,BC_2,5.84,12.76,6.37,5.54,10.02,5.34
2026-04-20 00:29:38,BC_2,6.15,12.4,6.42,5.51,9.97,5.4
2026-04-20 00:29:38,BC_2,6.28,12.61,6.44,5.55,9.65,5.4
2026-04-20 00:29:39,BC_2,6.19,12.59,6.37,5.53,9.9,5.41
2026-04-20 00:29:39,BC_2,6.0,12.58,6.3,5.54,9.97,5.34
2026-04-20 00:29:39,BC_2,5.94,12.53,6.46,5.53,10.08,5.34
2026-04-20 00:29:40,BC_2,6.12,12.51,6.36,5.55,10.14,5.36
2026-04-20 00:29:40,BC_2,6.55,12.48,6.48,5.53,9.94,5.44
2026-04-20 00:29:41,BC_2,6.6,12.38,6.37,5.53,10.16,5.37
2026-04-20 00:29:41,BC_2,6.28,12.16,6.41,5.5,9.92,5.41
2026-04-20 00:29:41,BC_2,6.54,12.2,6.49,5.51,10.17,5.38
2026-04-20 00:29:42,BC_2,6.29,11.97,6.4,5.58,10.05,5.37
2026-04-20 00:29:42,BC_2,6.04,11.95,6.32,5.57,9.85,5.51
2026-04-20 00:29:43,BC_2,6.49,12.15,6.46,5.54,10.12,5.41
2026-04-20 00:29:43,BC_2,6.21,12.42,6.36,5.55,10.24,5.41
2026-04-20 00:29:43,BC_2,6.18,12.37,6.34,5.6,10.18,5.39
2026-04-20 00:29:44,BC_2,6.04,12.26,6.35,5.51,10.05,5.45
2026-04-20 00:29:44,BC_2,6.17,12.37,6.4,5.54,10.1,5.37
2026-04-20 00:29:45,BC_2,6.08,12.34,6.44,5.55,9.93,5.41
2026-04-20 00:29:45,BC_2,6.29,12.33,6.37,5.57,9.99,5.38
2026-04-20 00:29:45,BC_2,6.09,12.23,6.36,5.54,10.04,5.53
2026-04-20 00:29:46,BC_2,6.59,12.23,6.36,5.5,10.05,5.51
2026-04-20 00:29:46,BC_2,6.3,12.28,6.48,5.59,10.11,5.43
2026-04-20 00:29:47,BC_2,6.31,12.15,6.52,5.52,10.14,5.43
2026-04-20 00:29:47,BC_2,6.33,12.22,6.35,5.51,10.07,5.48
2026-04-20 00:29:47,BC_2,6.29,12.17,6.46,5.5,10.19,5.41
2026-04-20 00:29:48,BC_2,6.34,12.06,6.37,5.52,9.97,5.44
2026-04-20 00:29:48,BC_2,6.64,12.11,6.4,5.55,9.84,5.36
2026-04-20 00:29:49,BC_2,6.22,11.93,6.42,5.53,9.9,5.4
2026-04-20 00:29:49,BC_2,6.51,12.04,6.47,5.54,10.27,5.39
2026-04-20 00:29:49,BC_2,6.04,12.31,6.43,5.55,10.1,5.4
2026-04-20 00:29:50,BC_2,6.59,12.18,6.53,5.54,9.96,5.39
2026-04-20 00:29:50,BC_2,6.23,12.19,6.39,5.51,10.11,5.45
2026-04-20 00:29:51,BC_2,6.34,12.22,6.35,5.53,10.14,5.4
2026-04-20 00:29:51,BC_2,6.36,12.18,6.42,5.52,10.2,5.41
2026-04-20 00:29:51,BC_2,6.26,12.25,6.35,5.55,9.93,5.38
2026-04-20 00:29:52,BC_2,6.23,12.19,6.37,5.52,9.9,5.47
2026-04-20 00:29:52,BC_2,6.42,12.2,6.41,5.52,10.03,5.46
2026-04-20 00:29:53,BC_2,6.43,12.22,6.39,5.54,10.13,5.47
2026-04-20 00:29:53,BC_2,6.16,11.88,6.36,5.55,10.07,5.42
2026-04-20 00:29:53,BC_2,6.23,12.19,6.52,5.53,10.08,5.46
2026-04-20 00:29:54,BC_2,6.54,12.01,6.39,5.53,9.85,5.5
2026-04-20 00:29:54,BC_2,6.7,11.95,6.39,5.53,10.08,5.48
2026-04-20 00:29:54,BC_2,6.4,12.14,6.41,5.54,9.89,5.45
2026-04-20 00:29:55,BC_2,6.36,12.17,6.42,5.53,10.04,5.51
2026-04-20 00:29:55,BC_2,6.33,12.16,6.47,5.56,10.12,5.42
2026-04-20 00:29:56,BC_2,6.38,12.17,6.45,5.53,10.27,5.46
2026-04-20 00:29:56,BC_2,6.27,12.17,6.4,5.55,10.14,5.42
2026-04-20 00:29:56,BC_2,6.4,12.04,6.3,5.58,10.1,5.49
2026-04-20 00:29:57,BC_2,6.52,12.1,6.35,5.54,9.99,5.49
2026-04-20 00:29:57,BC_2,6.42,12.17,6.41,5.53,10.13,5.48
2026-04-20 00:29:58,BC_2,6.25,12.0,6.44,5.55,10.2,5.45
2026-04-20 00:29:58,BC_2,6.22,12.11,6.4,5.5,10.06,5.5
2026-04-20 00:29:58,BC_2,6.42,11.95,6.49,5.53,10.05,5.54
2026-04-20 00:29:59,BC_2,6.7,12.21,6.41,5.54,10.16,5.52
2026-04-20 00:29:59,BC_2,6.11,11.97,6.49,5.51,9.99,5.42
2026-04-20 00:30:00,BC_2,6.46,11.98,6.36,5.54,9.95,5.42
2026-04-20 00:30:00,BC_2,6.47,11.88,6.45,5.57,10.32,5.42
2026-04-20 00:30:00,BC_2,6.69,12.02,6.74,5.54,10.29,5.43
2026-04-20 00:30:01,BC_2,6.42,12.11,6.4,5.5,10.29,5.42
2026-04-20 00:30:01,BC_2,6.16,12.13,6.38,5.52,9.96,5.49
2026-04-20 00:30:02,BC_2,6.46,12.12,6.51,5.54,10.03,5.44
2026-04-20 00:30:02,BC_2,6.26,12.12,6.73,5.5,10.28,5.45
2026-04-20 00:30:02,BC_2,6.38,12.08,6.36,5.57,10.32,5.44
2026-04-20 00:30:03,BC_2,6.05,12.06,6.35,5.55,10.18,5.5
2026-04-20 00:30:03,BC_2,6.26,11.97,6.36,5.52,9.97,5.44
2026-04-20 00:30:04,BC_2,6.29,12.13,6.33,5.71,10.28,5.44
2026-04-20 00:30:04,BC_2,6.37,11.99,6.39,5.54,10.24,5.43
2026-04-20 00:30:04,BC_2,6.33,11.91,6.36,5.49,10.19,5.49
2026-04-20 00:30:05,BC_2,6.28,12.1,6.43,5.5,10.27,5.43
2026-04-20 00:30:05,BC_2,6.56,11.94,6.39,5.52,10.16,5.47
2026-04-20 00:30:06,BC_2,6.19,12.07,6.4,5.59,10.29,5.44
2026-04-20 00:30:06,BC_2,6.13,12.09,6.36,5.55,10.2,5.5
2026-04-20 00:30:06,BC_2,6.4,12.07,6.44,5.6,10.16,5.53
2026-04-20 00:30:07,BC_2,6.53,12.13,6.39,5.57,10.26,5.51
2026-04-20 00:30:07,BC_2,6.35,11.92,6.33,5.54,9.85,5.45
2026-04-20 00:30:08,BC_2,6.48,12.03,6.82,5.54,10.15,5.53
2026-04-20 00:30:08,BC_2,6.44,12.07,6.52,5.58,10.27,5.46
2026-04-20 00:30:08,BC_2,6.4,12.09,6.38,5.51,10.1,5.47
2026-04-20 00:30:09,BC_2,6.4,11.86,6.4,5.52,10.27,5.44
2026-04-20 00:30:09,BC_2,6.37,11.98,6.51,5.53,10.15,5.5
2026-04-20 00:30:10,BC_2,6.65,12.02,6.38,5.53,10.04,5.55
2026-04-20 00:30:10,BC_2,6.56,12.05,6.39,5.61,10.24,5.53
2026-04-20 00:30:10,BC_2,6.38,11.83,6.4,5.55,10.05,5.47
2026-04-20 00:30:11,BC_2,6.43,11.85,6.39,5.53,9.73,5.52
2026-04-20 00:30:11,BC_2,6.76,11.81,6.37,5.57,10.09,5.47
2026-04-20 00:30:11,BC_2,6.84,11.85,6.33,5.53,10.07,5.54
2026-04-20 00:30:12,BC_2,6.25,11.9,6.38,5.53,10.05,5.45
2026-04-20 00:30:12,BC_2,6.67,11.86,6.38,5.52,10.06,5.43
2026-04-20 00:30:13,BC_2,6.37,12.0,6.36,5.52,10.32,5.42
2026-04-20 00:30:13,BC_2,6.71,11.8,6.37,5.48,10.26,5.49
2026-04-20 00:30:13,BC_2,6.76,11.89,6.37,5.54,10.39,5.58
2026-04-20 00:30:14,BC_2,6.7,11.94,6.4,5.5,10.28,5.61
2026-04-20 00:30:14,BC_2,6.66,11.85,6.38,5.53,10.0,5.46
2026-04-20 00:30:15,BC_2,6.62,11.8,6.46,5.51,10.03,5.48
2026-04-20 00:30:15,BC_2,6.45,11.92,6.44,5.53,10.14,5.45
2026-04-20 00:30:15,BC_2,6.13,11.83,6.33,5.54,10.14,5.41
2026-04-20 00:30:16,BC_2,5.99,11.8,6.41,5.52,10.08,5.52
2026-04-20 00:30:16,BC_2,6.19,11.85,6.34,5.58,10.4,5.47
2026-04-20 00:30:17,BC_2,6.76,11.81,6.39,5.56,10.45,5.58
2026-04-20 00:30:17,BC_2,6.79,11.98,6.48,5.53,10.42,5.62
2026-04-20 00:30:17,BC_2,6.41,12.01,6.46,5.56,10.38,5.46
2026-04-20 00:30:18,BC_2,6.16,12.1,6.4,5.52,10.45,5.46
2026-04-20 00:30:18,BC_2,6.38,11.91,6.36,5.55,10.38,5.45
2026-04-20 00:30:19,BC_2,6.31,11.97,6.39,5.53,10.28,5.52
2026-04-20 00:30:19,BC_2,6.21,11.91,6.37,5.5,10.3,5.45
2026-04-20 00:30:19,BC_2,6.49,12.06,6.34,5.54,10.17,5.47
2026-04-20 00:30:20,BC_2,6.54,12.04,6.4,5.51,10.34,5.42
2026-04-20 00:30:20,BC_2,6.48,11.86,6.38,5.54,9.91,5.42
2026-04-20 00:30:21,BC_2,6.34,11.99,6.47,5.54,10.22,5.5
2026-04-20 00:30:21,BC_2,6.23,12.05,6.38,5.54,10.33,5.5
2026-04-20 00:30:21,BC_2,6.46,11.99,6.42,5.54,10.27,5.44
2026-04-20 00:30:22,BC_2,6.19,11.99,6.41,5.51,10.24,5.52
2026-04-20 00:30:22,BC_2,6.72,11.96,6.38,5.53,9.92,5.58
2026-04-20 00:30:23,BC_2,6.9,11.84,6.34,5.49,10.36,5.55
2026-04-20 00:30:23,BC_2,6.76,11.81,6.34,5.53,10.09,5.46
2026-04-20 00:30:23,BC_2,6.51,11.8,6.53,5.52,9.95,5.48
2026-04-20 00:30:24,BC_2,6.58,11.88,6.4,5.51,9.97,5.46
2026-04-20 00:30:24,BC_2,6.65,11.96,6.37,5.54,10.25,5.5
2026-04-20 00:30:25,BC_2,6.31,11.95,6.68,5.54,9.88,5.57
2026-04-20 00:30:25,BC_2,6.79,11.82,6.5,5.54,10.0,5.46
